Id,Label,그룹,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,clustering,triangles,eigencentrality,원문,번역,
B65D2215,B65D2215,,,22,4837.277008,7,0.318891,0.340965,0.002927,11,0.447619,94,0.100615,,,
B65D3,B65D3,,,7,862.271759,8,0.253094,0.265106,0,30,1,15,0.005268,,,
B65D50,B65D50,,,14,2675.048386,8,0.260424,0.275635,0.000037,30,0.653846,51,0.017075,,,
B65D55,B65D55,,,15,3068.530197,8,0.263722,0.279356,0.000093,30,0.593407,54,0.01984,,,
A01M1,A01M1,,,4,3949.4664,9,0.212701,0.220621,0.0008,19,0.666667,2,0.00107,,,
A01M23,A01M23,,,3,653.737335,10,0.175408,0.179751,0,19,1,1,0.000407,,,
F21V1,F21V1,,,17,2966.911942,8,0.270071,0.2873,0.001615,19,0.608333,73,0.022022,,,
A01M3,A01M3,,,4,385.425598,8,0.24895,0.259838,0,11,1,3,0.003577,,,
B65D29,B65D29,,,4,385.425598,8,0.24895,0.259838,0,11,1,3,0.003577,,,
A01M31,A01M31,,,9,1241.5569,8,0.25488,0.265719,0.000048,30,0.785714,22,0.003585,,,
A41D17,A41D17,,,8,917.507698,8,0.253233,0.263562,0,30,1,21,0.003274,,,
A41D2300,A41D2300,,,8,917.507698,8,0.253233,0.263562,0,30,1,21,0.003274,,,
A41D2400,A41D2400,,,12,1675.947609,8,0.273071,0.287163,0.000226,30,0.636364,35,0.008053,,,
A41D2600,A41D2600,,,8,917.507698,8,0.253233,0.263562,0,30,1,21,0.003274,,,
A41D27,A41D27,,,22,3262.959549,8,0.300247,0.31927,0.003914,30,0.309524,65,0.032377,,,
A41D31,A41D31,,,14,1970.814041,7,0.320749,0.34263,0.002467,30,0.5,39,0.039363,,,
A01N25,A01N25,,,3,816.594543,1,1,1,0,2,1,1,0.000386,,,
A01N33,A01N33,,,3,408.297272,1,1,1,0,2,1,1,0.000386,,,
A01N27,A01N27,,,8,1147.303833,8,0.244292,0.256855,0,13,1,21,0.005059,,,
A01N3,A01N3,,,8,1147.303833,8,0.244292,0.256855,0,13,1,21,0.005059,,,
A23B7,A23B7,,,8,1147.303833,8,0.244292,0.256855,0,13,1,21,0.005059,,,
B01J10,B01J10,,,8,1147.303833,8,0.244292,0.256855,0,13,1,21,0.005059,,,
B01J19,B01J19,,,52,9882.197586,7,0.32281,0.352738,0.007178,13,0.281569,359,0.072607,,,
B01J2219,B01J2219,,,46,17672.21398,7,0.316749,0.344524,0.005889,13,0.343434,340,0.063385,,,
B01J7,B01J7,,,8,1147.303833,8,0.244292,0.256855,0,13,1,21,0.005059,,,
A01N31,A01N31,,,5,519.581451,8,0.245277,0.255867,0,23,1,6,0.002048,,,
A01N55,A01N55,,,5,519.581451,8,0.245277,0.255867,0,23,1,6,0.002048,,,
C01B33,C01B33,,,5,519.581451,8,0.245277,0.255867,0,23,1,6,0.002048,,,
C07F7,C07F7,,,26,7528.118889,7,0.324852,0.350419,0.006351,23,0.253333,76,0.060607,,,
A01N47,A01N47,,,4,396.861443,9,0.21331,0.219978,0,23,1,3,0.000824,,,
C07C275,C07C275,,,4,396.861443,9,0.21331,0.219978,0,23,1,3,0.000824,,,
A23B4,A23B4,,,10,2449.994171,8,0.265846,0.281755,0.000131,9,0.694444,25,0.008314,,,
A23B9,A23B9,,,8,2555.556412,9,0.247192,0.259395,0,9,1,21,0.004887,,,
A23L2,A23L2,4,,53,27502.58615,8,0.305567,0.334275,0.005535,9,0.309955,411,0.05148,Non-alcoholic beverages; Dry compositions or concentrates therefor; Their preparation (soup concentrates A23L23/10; preparation of non-alcoholic beverages by removal of alcohol {C12H3/00}) ,"비알코올성 음료; 그것을 위한 건조조성물 또는 농축물; 그것들의 조제 (스프 농축물 A23L23/10; 알콜의 제거에 의한 비알콜성 음료의 조제{C12H3/00})

",비알코올성 음료
A23L3,A23L3,,,17,8627.761108,8,0.291241,0.310288,0.000251,9,0.7,84,0.017801,,,
A23V2002,A23V2002,,,29,6227.00869,8,0.286938,0.309802,0.001548,9,0.42328,160,0.02633,,,
C12G3,C12G3,,,37,13701.41308,8,0.30013,0.32415,0.002834,15,0.439683,277,0.037483,,,
C12M33,C12M33,,,8,1277.778206,9,0.247192,0.259395,0,9,1,21,0.004887,,,
C12M41,C12M41,,,14,2438.786873,8,0.2967,0.313414,0.000981,9,0.538462,42,0.016181,,,
A23C21,A23C21,,,13,2994.8451,8,0.249353,0.26652,0,9,1,66,0.010192,,,
A23C9,A23C9,,,13,8984.535431,8,0.249353,0.26652,0,9,1,66,0.010192,,,
A23L33,A23L33,,,34,23778.33884,8,0.300013,0.323623,0.002688,9,0.392045,207,0.031749,,,
A23Y2300,A23Y2300,,,13,2994.8451,8,0.249353,0.26652,0,9,1,66,0.010192,,,
A61K2035,A61K2035,,,13,2994.8451,8,0.249353,0.26652,0,9,1,66,0.010192,,,
A61K35,A61K35,,,38,15113.66847,8,0.275381,0.301249,0.000889,9,0.427928,285,0.035205,,,
A61K9,A61K9,,,64,61081.78802,7,0.309537,0.341769,0.010216,9,0.204813,400,0.061102,Medicinal preparations characterised by special physical form {(nuclear magnetic resonance contrast preparations or magnetic resonance imaging contrast preparations?A61K49/18; preparations containing radioactive substances?A61K51/12)},특별한 물리적 형태에 의하여 특징 지어지는 의약품 제제 {(핵 자기 공명 대조 제제 또는 자기 공명 영상 조영제 A61K49/18; 방사성 물질을 포함하는 제제 A61K51/12)},의약품
A61P13,A61P13,,,18,3635.307991,8,0.251661,0.270977,0.000088,9,0.617647,84,0.014006,,,
C12N1,C12N1,,,28,9138.44928,7,0.268627,0.291481,0.001342,9,0.396011,139,0.025516,,,
C12R2001,C12R2001,,,16,3633.31015,8,0.250325,0.268871,0.00009,9,0.714286,75,0.011608,,,
A23F3,A23F3,,,8,935.826698,8,0.263933,0.277962,0,9,1,21,0.008083,,,
A23F5,A23F5,,,13,3652.577332,8,0.279275,0.296636,0.000537,9,0.560606,37,0.014993,,,
A61K8,A61K8,,,54,132854.9806,7,0.344411,0.373944,0.014114,23,0.195936,270,0.142918,,,
A61Q19,A61Q19,,,22,15510.24415,8,0.304039,0.328816,0.001158,23,0.42381,89,0.033536,,,
B65B1,B65B1,,,15,2385.114357,7,0.283523,0.299904,0.00239,9,0.384615,35,0.012624,,,
B65B29,B65B29,,,7,964.923164,8,0.265297,0.27932,0,9,1,15,0.007436,,,
B65B31,B65B31,,,10,1537.447311,8,0.265754,0.280727,0.000873,9,0.666667,24,0.008321,,,
B67C7,B67C7,,,26,5392.270271,8,0.283384,0.30418,0.001915,15,0.69,207,0.028188,,,
A23K40,A23K40,,,8,3595.034515,8,0.258097,0.269964,0,23,1,21,0.006963,,,
A23K50,A23K50,,,8,1797.517258,8,0.258097,0.269964,0,23,1,21,0.006963,,,
A61K2800,A61K2800,,,33,43128.87987,7,0.328174,0.353138,0.003962,23,0.294355,146,0.120841,,,
A61Q11,A61Q11,,,9,3246.48822,8,0.260101,0.272553,0.000008,23,0.857143,24,0.007558,,,
A23L27,A23L27,,,21,4706.088379,8,0.260248,0.27751,0,15,1,190,0.021642,,,
A23V2200,A23V2200,,,12,1848.088585,8,0.25584,0.273905,0,9,1,55,0.012972,,,
A23V2250,A23V2250,,,12,1848.088585,8,0.25584,0.273905,0,9,1,55,0.012972,,,
A61K2236,A61K2236,,,13,2172.732422,8,0.290655,0.30886,0,9,1,66,0.016214,,,
A61K31,A61K31,,,73,61838.20454,7,0.31112,0.343969,0.010826,9,0.212441,543,0.068474,Medicinal preparations containing organic active ingredients,유기 활성 성분을 함유 하는 의약품,의약품
A61K36,A61K36,,,32,34060.24995,8,0.304239,0.329804,0.001346,9,0.449462,209,0.037846,,,
A61K45,A61K45,,,42,10195.33181,8,0.283628,0.310447,0.001041,9,0.358537,294,0.041087,,,
A61K47,A61K47,,,30,29854.1324,8,0.284046,0.307245,0.001012,9,0.406404,165,0.031051,,,
B01D11,B01D11,,,27,7246.278709,8,0.308957,0.33289,0.003047,23,0.363077,118,0.030767,,,
B01D36,B01D36,,,13,2172.732422,8,0.290655,0.30886,0,9,1,66,0.016214,,,
B01D37,B01D37,,,21,4706.088379,8,0.260248,0.27751,0,15,1,190,0.021642,,,
B65B55,B65B55,,,31,6254.705177,8,0.261307,0.280705,0.005201,15,0.563218,245,0.025179,,,
B65C3,B65C3,,,21,9412.176758,8,0.260248,0.27751,0,15,1,190,0.021642,,,
B65C9,B65C9,,,21,4706.088379,8,0.260248,0.27751,0,15,1,190,0.021642,,,
B67C2003,B67C2003,,,21,4706.088379,8,0.260248,0.27751,0,15,1,190,0.021642,,,
B67C3,B67C3,,,21,14118.2655,8,0.260248,0.27751,0,15,1,190,0.021642,,,
C02F2101,C02F2101,,,50,27715.44157,7,0.291793,0.321295,0.002476,15,0.348639,410,0.054359,Nature of the contaminant,오염물질의 성질,
C02F2209,C02F2209,,,21,18824.35352,8,0.260248,0.27751,0,15,1,190,0.021642,,,
C02F2301,C02F2301,,,37,9732.787758,7,0.296168,0.319975,0.001196,15,0.533333,336,0.04438,,,
C02F9,C02F9,,,36,9704.995178,7,0.298078,0.322715,0.00129,15,0.563025,335,0.04483,,,
C08H8,C08H8,,,21,4706.088379,8,0.260248,0.27751,0,15,1,190,0.021642,,,
C12C12,C12C12,,,21,4706.088379,8,0.260248,0.27751,0,15,1,190,0.021642,,,
C12C5,C12C5,,,21,9412.176758,8,0.260248,0.27751,0,15,1,190,0.021642,,,
G06Q50,G06Q50,,,72,15642.2731,7,0.356306,0.390085,0.017024,26,0.243863,606,0.205215,,,
G16B50,G16B50,,,13,2172.732422,8,0.290655,0.30886,0,9,1,66,0.016214,,,
Y02A50,Y02A50,,,37,7605.793747,8,0.31455,0.34228,0.003606,9,0.346032,218,0.048433,,,
A23P10,A23P10,,,6,755.528893,9,0.233529,0.24416,0,9,1,10,0.00271,,,
B82Y35,B82Y35,,,6,755.528893,9,0.233529,0.24416,0,9,1,10,0.00271,,,
B82Y5,B82Y5,,,7,1494.456299,9,0.237733,0.24967,0.000006,9,0.866667,13,0.00369,,,
A24C5,A24C5,,,7,738.490952,7,0.265693,0.278052,0,30,1,15,0.005581,,,
A24F23,A24F23,,,7,738.490952,7,0.265693,0.278052,0,30,1,15,0.005581,,,
A61J7,A61J7,,,16,9825.48439,7,0.297426,0.314667,0.000373,26,0.52381,55,0.028957,,,
B65D2231,B65D2231,,,7,738.490952,7,0.265693,0.278052,0,30,1,15,0.005581,,,
A24F15,A24F15,,,10,1864.004745,8,0.270166,0.284405,0,8,1,36,0.014495,,,
A24F40,A24F40,,,10,7456.018982,8,0.270166,0.284405,0,8,1,36,0.014495,,,
A61M11,A61M11,,,10,1864.004745,8,0.270166,0.284405,0,8,1,36,0.014495,,,
A61M15,A61M15,,,10,1864.004745,8,0.270166,0.284405,0,8,1,36,0.014495,,,
A61M2021,A61M2021,,,39,21288.58363,7,0.336635,0.363494,0.001507,8,0.440967,310,0.180958,,,
A61M21,A61M21,,,39,16043.14697,7,0.336635,0.363494,0.001507,8,0.440967,310,0.180958,,,
A61M2205,A61M2205,,,68,54545.42401,7,0.340755,0.372214,0.011466,8,0.194934,431,0.124971,,,
H05B3,H05B3,,,28,9779.644989,7,0.321151,0.346446,0.000811,11,0.595442,209,0.153981,,,
H05B6,H05B6,,,15,3900.274231,7,0.288083,0.305212,0.000331,8,0.56044,51,0.026447,,,
A41B1,A41B1,,,8,1053.606789,9,0.234453,0.244177,0,30,1,21,0.002824,,,
A63F11,A63F11,,,8,1053.606789,9,0.234453,0.244177,0,30,1,21,0.002824,,,
A63F2009,A63F2009,,,11,3330.486618,8,0.269567,0.285302,0.00043,30,0.644444,29,0.011367,,,
A63F2011,A63F2011,,,8,1053.606789,9,0.234453,0.244177,0,30,1,21,0.002824,,,
A63F2250,A63F2250,,,8,1053.606789,9,0.234453,0.244177,0,30,1,21,0.002824,,,
A63F9,A63F9,,,11,1665.243309,8,0.269567,0.285302,0.00043,30,0.644444,29,0.011367,,,
A41B11,A41B11,,,5,1705.882065,8,0.274857,0.290675,0,20,0.833333,5,0.012457,,,
A41B2400,A41B2400,,,5,1705.882065,8,0.274857,0.290675,0,20,0.833333,5,0.012457,,,
B29C43,B29C43,,,35,9521.586243,7,0.323534,0.350578,0.000771,20,0.488414,274,0.184279,,,
B29L2031,B29L2031,,,141,46455.63621,7,0.378047,0.424305,0.022473,20,0.130935,1274,0.466691,Other particular articles,다른 특정한 물건,
A41D1,A41D1,,,29,4296.508781,7,0.336537,0.364122,0.002279,23,0.455026,172,0.166778,,,
A43B3,A43B3,,,22,3804.868332,7,0.296739,0.316881,0.006389,23,0.471429,99,0.032134,,,
B32B2250,B32B2250,2,,175,158577.1934,7,0.402894,0.451948,0.016117,11,0.157398,2369,0.74215,Layers arrangement,층 배열,층 
B32B2307,B32B2307,2,,261,528038.2603,7,0.427805,0.487294,0.046989,11,0.104366,3514,1,Properties of the layers or laminate,층 또는 적층판의 속성,
B32B2437,B32B2437,,,25,5608.53833,7,0.324351,0.349503,0.000062,11,0.721014,199,0.171277,,,
B32B2457,B32B2457,,,99,45869.93865,7,0.375406,0.415297,0.004993,11,0.265306,1261,0.546329,,,
B32B2571,B32B2571,,,32,7048.682724,7,0.335025,0.362629,0.000286,11,0.610753,284,0.213807,,,
B32B27,B32B27,2,,233,583637.1004,6,0.423959,0.47897,0.035004,11,0.120727,3235,0.947882,Layered products comprising {a layer of} synthetic resin {(fibrous or filamentary layer made of a synthetic resin B32B5/02; particulate layer made of a synthetic resin B32B5/16; foamed layer made of a synthetic resin B32B5/18)},합성 수지 {의 층을} 구성하는 적층체{(합성 수지로 만든 섬유 또는 필라멘트 층 B32B5/02; 합성수지로 만들어진 입자층 B32B5/16; 합성수지로 만든 발포 층 B32B5/18)},적층체(합성수지)
B32B3,B32B3,2,,182,154024.4768,7,0.403175,0.454285,0.016839,11,0.153346,2498,0.781201,"Layered products comprising a layer with external or internal discontinuities or unevennesses, or a layer of non-planar form (fibrous or filamentary layer B32B5/02; particulate layer B32B5/16; foamed layer B32B5/18) ; Layered products having particular fe",외부 또는 내부의 불연속적 또는 평평하지 않은 층 또는 비평면 형태의 층으로 구성된 적층체 (섬유 또는 단섬유 층(필라멘트층) B32B5/02; 미립자 층 B32B5/16; 발포된 제품 B32B5/18); 특정한 형태의 기능을 가지는 적층체 (용기 또는 튜브모양 제품 B32B1/00),적층체
B32B7,B32B7,2,,212,128115.0384,6,0.421485,0.473208,0.030817,11,0.129993,2880,0.893951,"Layered products characterised by the relation between layers; Layered products characterised by the relative orientation of features between layers, or by the relative values of a measurable parameter between layers, i.e. products comprising layers havin","층간의 관계에 특징이 있는 적층체; 층간의  관계로 특징 지어진 계층화 된 제품. 층간 요소의 상대적인 배향, 또는 사이의 측정 가능한 파라미터의 상대 값, 즉 물리적, 화학적 또는 물리 화학적 특성이 다른 층을 포함하는 제품에 의해 특징 지워지는 층상 물품; 층들의 상호 연결을 특징으로하는 층상 물품",
C08G2261,C08G2261,,,45,50894.86302,6,0.342117,0.371232,0.002838,16,0.330867,313,0.133269,,,
C09D165,C09D165,,,29,4473.072021,7,0.31408,0.339,0.000442,23,0.587302,222,0.073581,,,
C09D5,C09D5,,,74,22571.18414,6,0.351857,0.388843,0.005336,23,0.239346,629,0.233451,,,
C09D7,C09D7,,,66,24639.14125,6,0.338212,0.371542,0.005478,23,0.223558,465,0.163717,,,
D06M11,D06M11,,,38,11619.78046,7,0.305284,0.329224,0.001801,23,0.39039,260,0.051773,,,
D06M15,D06M15,,,43,26310.64502,6,0.321061,0.34687,0.003923,23,0.328688,283,0.070053,,,
